year,season,fishery,ess,length,obs,pred
13,1,3,1864.5552,60,0.0014,0
13,1,3,1864.5552,62,9e-04,0
13,1,3,1864.5552,64,0.0014,0
13,1,3,1864.5552,66,0.0026,0
13,1,3,1864.5552,68,0.0058,0
13,1,3,1864.5552,70,0.0069,1e-04
13,1,3,1864.5552,72,0.0105,4e-04
13,1,3,1864.5552,74,0.0134,0.0021
13,1,3,1864.5552,76,0.032,0.0051
13,1,3,1864.5552,78,0.0575,0.0105
13,1,3,1864.5552,80,0.063,0.0191
13,1,3,1864.5552,82,0.0703,0.0315
13,1,3,1864.5552,84,0.057,0.0473
13,1,3,1864.5552,86,0.0696,0.0651
13,1,3,1864.5552,88,0.0856,0.0822
13,1,3,1864.5552,90,0.0649,0.0956
13,1,3,1864.5552,92,0.0753,0.1029
13,1,3,1864.5552,94,0.0972,0.103
13,1,3,1864.5552,96,0.0583,0.0965
13,1,3,1864.5552,98,0.0876,0.0849
13,1,3,1864.5552,100,0.0439,0.0708
13,1,3,1864.5552,102,0.038,0.0561
13,1,3,1864.5552,104,0.0318,0.0424
13,1,3,1864.5552,106,0.013,0.0306
13,1,3,1864.5552,108,0.0092,0.0212
13,1,3,1864.5552,110,0.0027,0.014
13,1,3,1864.5552,112,3e-04,0.0084
13,1,3,1864.5552,114,0,0.0051
13,1,3,1864.5552,116,0,0.0028
13,1,3,1864.5552,118,0,0.0014
13,1,3,1864.5552,120,0,6e-04
13,1,3,1864.5552,122,0,3e-04
13,1,3,1864.5552,124,0,0
13,1,3,1864.5552,126,0,0
13,1,3,1864.5552,128,0,0
13,2,3,329.28,30,0,0
13,2,3,329.28,32,0,0
13,2,3,329.28,34,0,0
13,2,3,329.28,36,0,0
13,2,3,329.28,38,0,0
13,2,3,329.28,40,0,0
13,2,3,329.28,42,0,0
13,2,3,329.28,44,0,0
13,2,3,329.28,46,0,0
13,2,3,329.28,48,0,0
13,2,3,329.28,50,0,0
13,2,3,329.28,52,0,0
13,2,3,329.28,54,0,0
13,2,3,329.28,56,0,0
13,2,3,329.28,58,0,0
13,2,3,329.28,60,0,0
13,2,3,329.28,62,6e-04,0
13,2,3,329.28,64,0,0
13,2,3,329.28,66,0,0
13,2,3,329.28,68,0.0011,0
13,2,3,329.28,70,6e-04,0
13,2,3,329.28,72,0.0011,5e-04
13,2,3,329.28,74,0.0034,0.0024
13,2,3,329.28,76,0.008,0.0055
13,2,3,329.28,78,0.0251,0.0114
13,2,3,329.28,80,0.0182,0.0208
13,2,3,329.28,82,0.0268,0.0345
13,2,3,329.28,84,0.0517,0.0521
13,2,3,329.28,86,0.0489,0.0719
13,2,3,329.28,88,0.058,0.0907
13,2,3,329.28,90,0.0722,0.1048
13,2,3,329.28,92,0.0916,0.1113
13,2,3,329.28,94,0.1379,0.109
13,2,3,329.28,96,0.1038,0.0988
13,2,3,329.28,98,0.1229,0.0832
13,2,3,329.28,100,0.0716,0.0655
13,2,3,329.28,102,0.0592,0.0484
13,2,3,329.28,104,0.0422,0.0339
13,2,3,329.28,106,0.0345,0.0226
13,2,3,329.28,108,0.0174,0.0143
13,2,3,329.28,110,0.0031,0.0088
13,2,3,329.28,112,0,0.0044
13,2,3,329.28,114,0,0.0026
13,2,3,329.28,116,0,0.0014
13,2,3,329.28,118,0,7e-04
13,2,3,329.28,120,0,4e-04
13,2,3,329.28,122,0,1e-04
13,2,3,329.28,124,0,0
13,2,3,329.28,126,0,0
13,2,3,329.28,128,0,0
13,3,3,597.54,30,0,0
13,3,3,597.54,32,0,0
13,3,3,597.54,34,0,0
13,3,3,597.54,36,0,0
13,3,3,597.54,38,0,0
13,3,3,597.54,40,0,0
13,3,3,597.54,42,0,0
13,3,3,597.54,44,0,0
13,3,3,597.54,46,0,0
13,3,3,597.54,48,0,0
13,3,3,597.54,50,0,0
13,3,3,597.54,52,0,0
13,3,3,597.54,54,0,0
13,3,3,597.54,56,0,0
13,3,3,597.54,58,0,0
13,3,3,597.54,60,0,0
13,3,3,597.54,62,0,0
13,3,3,597.54,64,0,0
13,3,3,597.54,66,0,0
13,3,3,597.54,68,0,0
13,3,3,597.54,70,0,1e-04
13,3,3,597.54,72,0,0.0013
13,3,3,597.54,74,0,0.0037
13,3,3,597.54,76,8e-04,0.0081
13,3,3,597.54,78,0.0028,0.0159
13,3,3,597.54,80,0.0092,0.0283
13,3,3,597.54,82,0.031,0.0458
13,3,3,597.54,84,0.0722,0.0671
13,3,3,597.54,86,0.1097,0.0892
13,3,3,597.54,88,0.0968,0.1077
13,3,3,597.54,90,0.1001,0.1183
13,3,3,597.54,92,0.0997,0.1183
13,3,3,597.54,94,0.0946,0.1082
13,3,3,597.54,96,0.0856,0.0907
13,3,3,597.54,98,0.0961,0.0699
13,3,3,597.54,100,0.1092,0.0498
13,3,3,597.54,102,0.0452,0.033
13,3,3,597.54,104,0.0201,0.0204
13,3,3,597.54,106,0.0155,0.0118
13,3,3,597.54,108,0.0102,0.0065
13,3,3,597.54,110,0.001,0.0031
13,3,3,597.54,112,0,0.0016
13,3,3,597.54,114,0,5e-04
13,3,3,597.54,116,0,3e-04
13,3,3,597.54,118,0,1e-04
13,3,3,597.54,120,0,1e-04
13,3,3,597.54,122,0,0
13,3,3,597.54,124,0,0
13,3,3,597.54,126,0,0
13,3,3,597.54,128,0,0
13,4,3,1817.392,30,0,0
13,4,3,1817.392,32,0,0
13,4,3,1817.392,34,0,0
13,4,3,1817.392,36,0,0
13,4,3,1817.392,38,0,0
13,4,3,1817.392,40,0,0
13,4,3,1817.392,42,0,0
13,4,3,1817.392,44,0,0
13,4,3,1817.392,46,0,0
13,4,3,1817.392,48,0,0
13,4,3,1817.392,50,0,0
13,4,3,1817.392,52,0,0
13,4,3,1817.392,54,0,0
13,4,3,1817.392,56,0,0
13,4,3,1817.392,58,0,0
13,4,3,1817.392,60,1e-04,0
13,4,3,1817.392,62,1e-04,0
13,4,3,1817.392,64,2e-04,1e-04
13,4,3,1817.392,66,2e-04,3e-04
13,4,3,1817.392,68,4e-04,7e-04
13,4,3,1817.392,70,0.0014,0.0014
13,4,3,1817.392,72,0.0034,0.0036
13,4,3,1817.392,74,0.0052,0.0071
13,4,3,1817.392,76,0.0105,0.0124
13,4,3,1817.392,78,0.0223,0.0207
13,4,3,1817.392,80,0.0472,0.0324
13,4,3,1817.392,82,0.0891,0.048
13,4,3,1817.392,84,0.1361,0.0665
13,4,3,1817.392,86,0.1612,0.086
13,4,3,1817.392,88,0.1427,0.1028
13,4,3,1817.392,90,0.1023,0.1131
13,4,3,1817.392,92,0.0863,0.114
13,4,3,1817.392,94,0.0608,0.1053
13,4,3,1817.392,96,0.0408,0.0892
13,4,3,1817.392,98,0.0394,0.0693
13,4,3,1817.392,100,0.0231,0.0496
13,4,3,1817.392,102,0.0154,0.033
13,4,3,1817.392,104,0.0102,0.0204
13,4,3,1817.392,106,0.0013,0.0119
13,4,3,1817.392,108,5e-04,0.0066
13,4,3,1817.392,110,0,0.0028
13,4,3,1817.392,112,1e-04,0.0015
13,4,3,1817.392,114,0,6e-04
13,4,3,1817.392,116,0,3e-04
13,4,3,1817.392,118,0,2e-04
13,4,3,1817.392,120,0,1e-04
13,4,3,1817.392,122,0,0
13,4,3,1817.392,124,0,0
13,4,3,1817.392,126,0,0
13,4,3,1817.392,128,0,0
14,1,3,2087.2924,30,0,0
14,1,3,2087.2924,32,0,0
14,1,3,2087.2924,34,0,0
14,1,3,2087.2924,36,0,0
14,1,3,2087.2924,38,0,0
14,1,3,2087.2924,40,0,0
14,1,3,2087.2924,42,0,0
14,1,3,2087.2924,44,0,0
14,1,3,2087.2924,46,0,0
14,1,3,2087.2924,48,0,0
14,1,3,2087.2924,50,0,0
14,1,3,2087.2924,52,0,0
14,1,3,2087.2924,54,0,0
14,1,3,2087.2924,56,0,0
14,1,3,2087.2924,58,0,0
14,1,3,2087.2924,60,0,0
14,1,3,2087.2924,62,0,0
14,1,3,2087.2924,64,1e-04,0
14,1,3,2087.2924,66,0,0
14,1,3,2087.2924,68,2e-04,0
14,1,3,2087.2924,70,0,1e-04
14,1,3,2087.2924,72,2e-04,4e-04
14,1,3,2087.2924,74,3e-04,0.0022
14,1,3,2087.2924,76,0.0018,0.0056
14,1,3,2087.2924,78,0.0029,0.0114
14,1,3,2087.2924,80,0.0147,0.0206
14,1,3,2087.2924,82,0.0228,0.034
14,1,3,2087.2924,84,0.0304,0.0511
14,1,3,2087.2924,86,0.0533,0.0701
14,1,3,2087.2924,88,0.076,0.0882
14,1,3,2087.2924,90,0.0868,0.1019
14,1,3,2087.2924,92,0.09,0.1085
14,1,3,2087.2924,94,0.1102,0.1068
14,1,3,2087.2924,96,0.0933,0.0977
14,1,3,2087.2924,98,0.1133,0.0834
14,1,3,2087.2924,100,0.0938,0.0668
14,1,3,2087.2924,102,0.084,0.0506
14,1,3,2087.2924,104,0.0711,0.0363
14,1,3,2087.2924,106,0.0306,0.0248
14,1,3,2087.2924,108,0.0177,0.0164
14,1,3,2087.2924,110,0.0035,0.0103
14,1,3,2087.2924,112,0.0013,0.0059
14,1,3,2087.2924,114,7e-04,0.0035
14,1,3,2087.2924,116,6e-04,0.0018
14,1,3,2087.2924,118,0,9e-04
14,1,3,2087.2924,120,0,4e-04
14,1,3,2087.2924,122,0,2e-04
14,1,3,2087.2924,124,0,0
14,1,3,2087.2924,126,2e-04,0
14,1,3,2087.2924,128,0,0
14,2,3,236.7733,30,0,0
14,2,3,236.7733,32,0,0
14,2,3,236.7733,34,0,0
14,2,3,236.7733,36,0,0
14,2,3,236.7733,38,0,0
14,2,3,236.7733,40,0,0
14,2,3,236.7733,42,0,0
14,2,3,236.7733,44,0,0
14,2,3,236.7733,46,0,0
14,2,3,236.7733,48,0,0
14,2,3,236.7733,50,0,0
14,2,3,236.7733,52,0,0
14,2,3,236.7733,54,0,0
14,2,3,236.7733,56,0,0
14,2,3,236.7733,58,0,0
14,2,3,236.7733,60,0,0
14,2,3,236.7733,62,0,0
14,2,3,236.7733,64,0,0
14,2,3,236.7733,66,0,0
14,2,3,236.7733,68,0,0
14,2,3,236.7733,70,0.0014,0
14,2,3,236.7733,72,0,5e-04
14,2,3,236.7733,74,0,0.0024
14,2,3,236.7733,76,0,0.0057
14,2,3,236.7733,78,0.0014,0.0116
14,2,3,236.7733,80,0.0014,0.0212
14,2,3,236.7733,82,0,0.0352
14,2,3,236.7733,84,0.0177,0.0533
14,2,3,236.7733,86,0.0281,0.0736
14,2,3,236.7733,88,0.1092,0.0928
14,2,3,236.7733,90,0.1216,0.1073
14,2,3,236.7733,92,0.1425,0.1138
14,2,3,236.7733,94,0.1368,0.111
14,2,3,236.7733,96,0.1015,0.1
14,2,3,236.7733,98,0.1241,0.0833
14,2,3,236.7733,100,0.0816,0.0645
14,2,3,236.7733,102,0.0657,0.0466
14,2,3,236.7733,104,0.0405,0.0315
14,2,3,236.7733,106,0.0233,0.0201
14,2,3,236.7733,108,0.0029,0.0121
14,2,3,236.7733,110,0,0.0071
14,2,3,236.7733,112,0,0.0032
14,2,3,236.7733,114,0,0.0018
14,2,3,236.7733,116,0,8e-04
14,2,3,236.7733,118,0,4e-04
14,2,3,236.7733,120,0,2e-04
14,2,3,236.7733,122,0,1e-04
14,2,3,236.7733,124,0,0
14,2,3,236.7733,126,0,0
14,2,3,236.7733,128,0,0
14,3,3,443.4884,30,0,0
14,3,3,443.4884,32,0,0
14,3,3,443.4884,34,0,0
14,3,3,443.4884,36,0,0
14,3,3,443.4884,38,0,0
14,3,3,443.4884,40,0,0
14,3,3,443.4884,42,0,0
14,3,3,443.4884,44,0,0
14,3,3,443.4884,46,0,0
14,3,3,443.4884,48,0,0
14,3,3,443.4884,50,1e-04,0
14,3,3,443.4884,52,1e-04,0
14,3,3,443.4884,54,1e-04,0
14,3,3,443.4884,56,0,0
14,3,3,443.4884,58,2e-04,0
14,3,3,443.4884,60,0,0
14,3,3,443.4884,62,1e-04,0
14,3,3,443.4884,64,1e-04,0
14,3,3,443.4884,66,3e-04,0
14,3,3,443.4884,68,9e-04,0
14,3,3,443.4884,70,0.0049,0
14,3,3,443.4884,72,0.0046,0.0012
14,3,3,443.4884,74,0.0199,0.0035
14,3,3,443.4884,76,0.022,0.0079
14,3,3,443.4884,78,0.0553,0.0156
14,3,3,443.4884,80,0.0539,0.0281
14,3,3,443.4884,82,0.0788,0.0456
14,3,3,443.4884,84,0.0533,0.067
14,3,3,443.4884,86,0.1048,0.0892
14,3,3,443.4884,88,0.1676,0.1078
14,3,3,443.4884,90,0.1413,0.1185
14,3,3,443.4884,92,0.0643,0.1187
14,3,3,443.4884,94,0.1213,0.1087
14,3,3,443.4884,96,0.0467,0.0912
14,3,3,443.4884,98,0.0392,0.0704
14,3,3,443.4884,100,7e-04,0.0501
14,3,3,443.4884,102,6e-04,0.0331
14,3,3,443.4884,104,0.0011,0.0203
14,3,3,443.4884,106,0,0.0117
14,3,3,443.4884,108,5e-04,0.0063
14,3,3,443.4884,110,0,0.0029
14,3,3,443.4884,112,1e-04,0.0015
14,3,3,443.4884,114,0,4e-04
14,3,3,443.4884,116,0.0086,2e-04
14,3,3,443.4884,118,0.0086,1e-04
14,3,3,443.4884,120,0,0
14,3,3,443.4884,122,0,0
14,3,3,443.4884,124,0,0
14,3,3,443.4884,126,0,0
14,3,3,443.4884,128,0,0
14,4,3,1540.302,30,0,0
14,4,3,1540.302,32,0,0
14,4,3,1540.302,34,0,0
14,4,3,1540.302,36,0,0
14,4,3,1540.302,38,0,0
14,4,3,1540.302,40,0,0
14,4,3,1540.302,42,0,0
14,4,3,1540.302,44,0,0
14,4,3,1540.302,46,0,0
14,4,3,1540.302,48,0,0
14,4,3,1540.302,50,0,0
14,4,3,1540.302,52,2e-04,0
14,4,3,1540.302,54,2e-04,0
14,4,3,1540.302,56,0,0
14,4,3,1540.302,58,3e-04,0
14,4,3,1540.302,60,0.0014,0
14,4,3,1540.302,62,0.0018,0
14,4,3,1540.302,64,0.0023,0
14,4,3,1540.302,66,0.0041,1e-04
14,4,3,1540.302,68,0.0033,2e-04
14,4,3,1540.302,70,0.0064,3e-04
14,4,3,1540.302,72,0.0093,0.0017
14,4,3,1540.302,74,0.0149,0.004
14,4,3,1540.302,76,0.0232,0.0081
14,4,3,1540.302,78,0.0404,0.0154
14,4,3,1540.302,80,0.0486,0.0269
14,4,3,1540.302,82,0.0687,0.0433
14,4,3,1540.302,84,0.1062,0.0637
14,4,3,1540.302,86,0.1248,0.0856
14,4,3,1540.302,88,0.168,0.1049
14,4,3,1540.302,90,0.1423,0.1172
14,4,3,1540.302,92,0.0903,0.1192
14,4,3,1540.302,94,0.0653,0.1107
14,4,3,1540.302,96,0.0375,0.0939
14,4,3,1540.302,98,0.0244,0.0731
14,4,3,1540.302,100,0.0074,0.0522
14,4,3,1540.302,102,0.0039,0.0345
14,4,3,1540.302,104,0.003,0.0212
14,4,3,1540.302,106,0.001,0.0122
14,4,3,1540.302,108,3e-04,0.0066
14,4,3,1540.302,110,0,0.0026
14,4,3,1540.302,112,1e-04,0.0014
14,4,3,1540.302,114,0,5e-04
14,4,3,1540.302,116,1e-04,2e-04
14,4,3,1540.302,118,2e-04,1e-04
14,4,3,1540.302,120,0,0
14,4,3,1540.302,122,0,0
14,4,3,1540.302,124,0,0
14,4,3,1540.302,126,0,0
14,4,3,1540.302,128,0,0
15,1,3,1475.6222,30,0,0
15,1,3,1475.6222,32,0,0
15,1,3,1475.6222,34,0,0
15,1,3,1475.6222,36,0,0
15,1,3,1475.6222,38,0,0
15,1,3,1475.6222,40,0,0
15,1,3,1475.6222,42,0,0
15,1,3,1475.6222,44,0,0
15,1,3,1475.6222,46,0,0
15,1,3,1475.6222,48,0,0
15,1,3,1475.6222,50,0,0
15,1,3,1475.6222,52,0,0
15,1,3,1475.6222,54,0,0
15,1,3,1475.6222,56,0,0
15,1,3,1475.6222,58,0,0
15,1,3,1475.6222,60,0,0
15,1,3,1475.6222,62,2e-04,0
15,1,3,1475.6222,64,0,0
15,1,3,1475.6222,66,2e-04,0
15,1,3,1475.6222,68,2e-04,0
15,1,3,1475.6222,70,3e-04,0
15,1,3,1475.6222,72,7e-04,1e-04
15,1,3,1475.6222,74,9e-04,0.0018
15,1,3,1475.6222,76,8e-04,0.0048
15,1,3,1475.6222,78,0.0031,0.0099
15,1,3,1475.6222,80,0.0067,0.0185
15,1,3,1475.6222,82,0.0106,0.0313
15,1,3,1475.6222,84,0.0502,0.0484
15,1,3,1475.6222,86,0.0712,0.0682
15,1,3,1475.6222,88,0.1478,0.0879
15,1,3,1475.6222,90,0.1153,0.1036
15,1,3,1475.6222,92,0.1085,0.112
15,1,3,1475.6222,94,0.1416,0.1114
15,1,3,1475.6222,96,0.1072,0.1023
15,1,3,1475.6222,98,0.0782,0.087
15,1,3,1475.6222,100,0.066,0.0689
15,1,3,1475.6222,102,0.0439,0.0511
15,1,3,1475.6222,104,0.0311,0.0357
15,1,3,1475.6222,106,0.011,0.0236
15,1,3,1475.6222,108,0.0039,0.0149
15,1,3,1475.6222,110,0,0.009
15,1,3,1475.6222,112,0,0.0048
15,1,3,1475.6222,114,3e-04,0.0027
15,1,3,1475.6222,116,0,0.0013
15,1,3,1475.6222,118,0,6e-04
15,1,3,1475.6222,120,0,3e-04
15,1,3,1475.6222,122,0,1e-04
15,1,3,1475.6222,124,0,0
15,1,3,1475.6222,126,0,0
15,1,3,1475.6222,128,0,0
15,2,3,269.6888,30,0,0
15,2,3,269.6888,32,0,0
15,2,3,269.6888,34,0,0
15,2,3,269.6888,36,0,0
15,2,3,269.6888,38,0,0
15,2,3,269.6888,40,0,0
15,2,3,269.6888,42,0,0
15,2,3,269.6888,44,0,0
15,2,3,269.6888,46,0,0
15,2,3,269.6888,48,0,0
15,2,3,269.6888,50,0,0
15,2,3,269.6888,52,0,0
15,2,3,269.6888,54,0,0
15,2,3,269.6888,56,0,0
15,2,3,269.6888,58,0,0
15,2,3,269.6888,60,0,0
15,2,3,269.6888,62,0,0
15,2,3,269.6888,64,0,0
15,2,3,269.6888,66,0,0
15,2,3,269.6888,68,0,0
15,2,3,269.6888,70,0,0
15,2,3,269.6888,72,0,1e-04
15,2,3,269.6888,74,0,0.0018
15,2,3,269.6888,76,0,0.0045
15,2,3,269.6888,78,0,0.0094
15,2,3,269.6888,80,0.0237,0.0178
15,2,3,269.6888,82,0.0459,0.0305
15,2,3,269.6888,84,0.0715,0.0477
15,2,3,269.6888,86,0.0478,0.068
15,2,3,269.6888,88,0.0621,0.0886
15,2,3,269.6888,90,0.072,0.1056
15,2,3,269.6888,92,0.1467,0.1151
15,2,3,269.6888,94,0.213,0.1151
15,2,3,269.6888,96,0.083,0.1057
15,2,3,269.6888,98,0.168,0.0893
15,2,3,269.6888,100,0.0251,0.0697
15,2,3,269.6888,102,0.0144,0.0504
15,2,3,269.6888,104,0.0236,0.0339
15,2,3,269.6888,106,0.0024,0.0213
15,2,3,269.6888,108,0.001,0.0126
15,2,3,269.6888,110,0,0.0071
15,2,3,269.6888,112,0,0.003
15,2,3,269.6888,114,0,0.0016
15,2,3,269.6888,116,0,6e-04
15,2,3,269.6888,118,0,3e-04
15,2,3,269.6888,120,0,1e-04
15,2,3,269.6888,122,0,1e-04
15,2,3,269.6888,124,0,0
15,2,3,269.6888,126,0,0
15,2,3,269.6888,128,0,0
15,4,3,830.3181,30,0,0
15,4,3,830.3181,32,0,0
15,4,3,830.3181,34,0,0
15,4,3,830.3181,36,0,0
15,4,3,830.3181,38,0,0
15,4,3,830.3181,40,0,0
15,4,3,830.3181,42,0,0
15,4,3,830.3181,44,0,0
15,4,3,830.3181,46,0,0
15,4,3,830.3181,48,0,0
15,4,3,830.3181,50,0,0
15,4,3,830.3181,52,2e-04,0
15,4,3,830.3181,54,2e-04,0
15,4,3,830.3181,56,4e-04,0
15,4,3,830.3181,58,6e-04,0
15,4,3,830.3181,60,0,0
15,4,3,830.3181,62,4e-04,0
15,4,3,830.3181,64,6e-04,1e-04
15,4,3,830.3181,66,7e-04,1e-04
15,4,3,830.3181,68,8e-04,3e-04
15,4,3,830.3181,70,0.0017,4e-04
15,4,3,830.3181,72,0.0076,0.0012
15,4,3,830.3181,74,0.0063,0.003
15,4,3,830.3181,76,0.0101,0.006
15,4,3,830.3181,78,0.02,0.0115
15,4,3,830.3181,80,0.0257,0.0204
15,4,3,830.3181,82,0.0322,0.0337
15,4,3,830.3181,84,0.0351,0.0511
15,4,3,830.3181,86,0.0509,0.0713
15,4,3,830.3181,88,0.0601,0.0911
15,4,3,830.3181,90,0.0948,0.1068
15,4,3,830.3181,92,0.1104,0.1149
15,4,3,830.3181,94,0.1254,0.1134
15,4,3,830.3181,96,0.1138,0.1029
15,4,3,830.3181,98,0.1013,0.086
15,4,3,830.3181,100,0.0752,0.0664
15,4,3,830.3181,102,0.0506,0.0474
15,4,3,830.3181,104,0.0421,0.0314
15,4,3,830.3181,106,0.0179,0.0194
15,4,3,830.3181,108,0.0139,0.0112
15,4,3,830.3181,110,9e-04,0.0056
15,4,3,830.3181,112,0,0.0029
15,4,3,830.3181,114,0,9e-04
15,4,3,830.3181,116,0,4e-04
15,4,3,830.3181,118,0,1e-04
15,4,3,830.3181,120,0,1e-04
15,4,3,830.3181,122,0,0
15,4,3,830.3181,124,0,0
15,4,3,830.3181,126,0,0
15,4,3,830.3181,128,0,0
16,4,3,507.8261,30,0,0
16,4,3,507.8261,32,0,0
16,4,3,507.8261,34,0,0
16,4,3,507.8261,36,0,0
16,4,3,507.8261,38,0,0
16,4,3,507.8261,40,0,0
16,4,3,507.8261,42,0,0
16,4,3,507.8261,44,0,0
16,4,3,507.8261,46,0,0
16,4,3,507.8261,48,0,0
16,4,3,507.8261,50,0,0
16,4,3,507.8261,52,0,0
16,4,3,507.8261,54,0,0
16,4,3,507.8261,56,0,0
16,4,3,507.8261,58,0,0
16,4,3,507.8261,60,0,0
16,4,3,507.8261,62,0,0
16,4,3,507.8261,64,4e-04,3e-04
16,4,3,507.8261,66,6e-04,6e-04
16,4,3,507.8261,68,0.0019,0.0012
16,4,3,507.8261,70,0.0011,0.0024
16,4,3,507.8261,72,0.0015,0.0046
16,4,3,507.8261,74,0.0013,0.0082
16,4,3,507.8261,76,0.0045,0.0134
16,4,3,507.8261,78,0.0064,0.0203
16,4,3,507.8261,80,0.0072,0.029
16,4,3,507.8261,82,0.0211,0.0399
16,4,3,507.8261,84,0.0622,0.053
16,4,3,507.8261,86,0.0804,0.0677
16,4,3,507.8261,88,0.1363,0.0823
16,4,3,507.8261,90,0.1123,0.0944
16,4,3,507.8261,92,0.0869,0.1013
16,4,3,507.8261,94,0.1174,0.1014
16,4,3,507.8261,96,0.0887,0.0944
16,4,3,507.8261,98,0.1087,0.0818
16,4,3,507.8261,100,0.0791,0.0659
16,4,3,507.8261,102,0.0402,0.0496
16,4,3,507.8261,104,0.0285,0.035
16,4,3,507.8261,106,0.0104,0.0231
16,4,3,507.8261,108,0.0022,0.0143
16,4,3,507.8261,110,0,0.008
16,4,3,507.8261,112,6e-04,0.0045
16,4,3,507.8261,114,0,0.002
16,4,3,507.8261,116,0,0.001
16,4,3,507.8261,118,0,3e-04
16,4,3,507.8261,120,0,1e-04
16,4,3,507.8261,122,0,0
16,4,3,507.8261,124,0,0
16,4,3,507.8261,126,0,0
